Time,Fx,Fy,Fz,F,Mx,My,Mz
[s],[N],[N],[N],[N],[Nm],[Nm],[Nm]
3.247,436.83,-668.09,191.74,820.93,1.83,1.76,2.68
3.254,438.48,-672.69,193.13,825.88,1.83,1.77,2.69
3.261,439.71,-676.55,194.22,829.93,1.83,1.77,2.7
3.268,440.67,-678.65,194.08,832.12,1.83,1.79,2.69
3.275,441.63,-680.99,194.04,834.52,1.83,1.8,2.69
3.282,443.01,-681.63,192.41,835.4,1.85,1.83,2.69
3.289,447.02,-684.07,193.5,839.77,1.88,1.85,2.7
3.295,451.23,-686.65,194.95,844.45,1.92,1.88,2.73
3.302,455.63,-689.13,196.68,849.23,1.97,1.92,2.76
3.309,461.29,-693.47,201.04,856.8,2,1.94,2.8
3.316,465.47,-697.8,205.17,863.52,2.02,1.96,2.84
3.323,468.04,-701.78,208.21,868.85,2.02,1.96,2.88
3.33,469.88,-704.86,209.88,872.74,2,1.97,2.92
3.336,471.27,-707.86,210.1,875.96,1.97,1.96,2.96
3.343,472.88,-710.58,210.98,879.23,1.94,1.96,2.98
3.35,475.78,-714.37,213.04,884.35,1.9,1.93,3
3.357,476.32,-716.41,213.21,886.33,1.86,1.92,3.01
3.364,476.98,-717.51,212.64,887.44,1.82,1.92,3.01
3.371,477.49,-718.79,212.21,888.65,1.78,1.91,3.01
3.377,479.96,-721.34,212.6,892.13,1.76,1.89,3.01
3.384,482.53,-723.46,212.9,895.29,1.74,1.88,3.01
3.391,484.86,-726.57,213.63,899.24,1.75,1.87,3.02
3.398,486,-727.98,213.5,900.96,1.76,1.9,3.02
3.405,487.74,-730.02,214.22,903.72,1.77,1.91,3.03
3.411,489.1,-731.81,215.9,906.3,1.77,1.93,3.05
3.418,490.81,-735.21,218.91,910.69,1.77,1.94,3.09
3.425,492.45,-740.59,222.06,916.67,1.76,1.92,3.14
3.432,492.98,-745,224.51,921.12,1.74,1.91,3.2
3.438,492.43,-749.75,224.91,924.77,1.71,1.9,3.26
3.445,490.59,-752.88,223.09,925.89,1.69,1.91,3.3
3.452,490.36,-757.38,222.49,929.29,1.69,1.91,3.34
3.459,490.62,-761.2,222.09,932.45,1.7,1.93,3.37
3.465,490.55,-763.37,220.8,933.88,1.72,1.97,3.37
3.472,490.67,-766.31,219.03,935.93,1.77,2.01,3.36
3.479,492.41,-769.29,218.96,939.26,1.82,2.05,3.33
3.485,496.22,-774.18,220.75,945.69,1.89,2.06,3.3
3.492,500.08,-778.58,222.45,951.71,1.95,2.08,3.28
3.499,504.01,-783.45,225.59,958.5,2.02,2.1,3.27
3.505,508.92,-788.74,230.55,966.57,2.07,2.11,3.26
3.512,514.4,-793.77,236.76,975.05,2.1,2.11,3.27
3.519,517.2,-797.91,240,980.69,2.11,2.12,3.29
3.525,518.29,-801.73,241.52,984.75,2.11,2.12,3.32
3.532,518.82,-803.68,242.61,986.88,2.11,2.13,3.35
3.538,518.68,-806.04,243.21,988.88,2.11,2.13,3.4
3.545,517.97,-807.84,242.61,989.82,2.1,2.13,3.44
3.552,517.46,-809.97,241.95,991.14,2.1,2.13,3.48
3.558,517.46,-813.26,241.74,993.78,2.12,2.12,3.52
3.565,517.57,-816.37,242.08,996.46,2.14,2.13,3.55
3.571,518.01,-819.55,242.34,999.36,2.17,2.15,3.57
3.578,518.64,-821.56,242.64,1001.41,2.21,2.18,3.57
3.585,520.51,-825.32,245.3,1006.11,2.25,2.2,3.57
3.591,523.73,-830.34,249.2,1012.84,2.29,2.2,3.58
3.598,528.79,-835.61,253.65,1020.88,2.32,2.21,3.58
3.604,533.11,-840.95,257.07,1028.34,2.35,2.22,3.61
3.611,537.5,-846.59,260.64,1036.12,2.37,2.22,3.64
3.617,541.08,-850.27,263.02,1041.58,2.37,2.25,3.68
3.624,542.71,-852.97,264.06,1044.9,2.37,2.27,3.72
3.63,543.18,-855.89,264.52,1047.64,2.36,2.27,3.77
3.637,541.6,-858.16,262.96,1048.3,2.34,2.29,3.81
3.643,540.23,-860.08,261.36,1048.76,2.32,2.3,3.84
3.65,540.05,-862.41,260.34,1050.33,2.31,2.3,3.85
3.656,539.98,-864.45,258.98,1051.63,2.3,2.31,3.86
3.663,541.16,-866.52,259.22,1054,2.29,2.31,3.86
3.669,543.74,-869.95,260.62,1058.48,2.28,2.3,3.87
3.675,547.1,-874.38,262.33,1064.27,2.28,2.3,3.89
3.682,550.33,-879.02,263.58,1070.05,2.28,2.31,3.92
3.688,552.5,-884.29,264.91,1075.83,2.29,2.33,3.97
3.695,556.39,-891.17,268.01,1084.24,2.31,2.34,4.04
3.701,558.96,-895.99,269.17,1089.81,2.33,2.36,4.09
3.707,559.55,-899.56,268.66,1092.92,2.34,2.38,4.14
3.714,560.63,-902.53,269,1096,2.36,2.39,4.17
3.72,561.77,-904.66,270.04,1098.59,2.37,2.41,4.17
3.727,562.16,-905.96,270.41,1099.95,2.39,2.43,4.16
3.733,561.45,-905.66,270.23,1099.3,2.4,2.46,4.13
3.739,560.52,-904.91,269.45,1098.02,2.41,2.47,4.08
3.746,559.1,-905.18,268.59,1097.31,2.41,2.47,4.04
3.752,558.37,-905.94,268.36,1097.51,2.41,2.46,4
3.758,558.06,-908.06,269.19,1099.3,2.41,2.44,3.98
3.765,557.72,-909.8,268.97,1100.51,2.42,2.43,3.97
3.771,556.75,-911.93,268.22,1101.6,2.43,2.44,3.97
3.777,556.19,-913.51,267.32,1102.42,2.45,2.45,3.98
3.784,556.25,-915.68,267.68,1104.33,2.47,2.46,4
3.79,556.72,-918.72,269.79,1107.6,2.5,2.47,4.03
3.796,557.68,-921.05,272.24,1110.61,2.52,2.47,4.05
3.803,558.6,-922.37,273.73,1112.53,2.54,2.48,4.07
3.809,558.63,-922.48,273.69,1112.63,2.57,2.51,4.09
3.815,558.26,-922.29,272.99,1112.11,2.6,2.55,4.09
3.822,557.64,-922.98,272.63,1112.29,2.64,2.58,4.09
3.828,557.89,-924.77,272.85,1113.95,2.68,2.6,4.08
3.834,557.71,-925.73,272.06,1114.46,2.72,2.62,4.06
3.841,558.14,-928.38,272.9,1117.08,2.76,2.63,4.02
3.847,556.66,-929,271.58,1116.54,2.79,2.65,3.96
3.853,556.05,-929.77,271.36,1116.82,2.81,2.67,3.88
3.859,556.12,-931.02,272.47,1118.17,2.83,2.68,3.8
3.866,555.54,-932.45,273.1,1119.23,2.84,2.68,3.72
3.872,557.03,-935.83,276.06,1123.51,2.83,2.66,3.64
3.878,558.74,-938.59,278.02,1127.14,2.81,2.66,3.6
3.885,561.51,-941.85,280.35,1131.8,2.78,2.65,3.59
3.891,563.29,-945.61,281.99,1136.22,2.75,2.63,3.62
3.897,565.05,-949.36,283.55,1140.6,2.73,2.61,3.68
3.903,565.65,-951.78,284.61,1143.17,2.71,2.6,3.75
3.91,563.62,-953.11,283.41,1142.98,2.7,2.59,3.83
3.916,562.2,-953.32,281.79,1142.06,2.7,2.58,3.9
3.922,560.73,-952.84,279.97,1140.49,2.72,2.59,3.95
3.928,558.46,-951.66,277.95,1137.89,2.74,2.6,3.98
3.935,558.03,-951.09,277.49,1137.09,2.77,2.61,4
3.941,558.5,-950.25,278.34,1136.82,2.8,2.62,4
3.947,558.99,-950.59,279.72,1137.69,2.83,2.63,3.99
3.953,559.16,-950.2,280.24,1137.57,2.85,2.64,3.98
3.96,559.32,-949.94,280.93,1137.6,2.86,2.65,3.95
3.966,558.81,-949.99,281.37,1137.5,2.86,2.65,3.93
3.972,556.69,-948.93,281.04,1135.49,2.85,2.65,3.89
3.978,552.82,-947.16,278.37,1131.46,2.81,2.63,3.85
3.985,548.73,-943.44,274.83,1125.48,2.77,2.63,3.78
3.991,544.29,-938.65,270.79,1118.32,2.73,2.63,3.71
3.997,541.16,-933.41,268.02,1111.72,2.68,2.65,3.64
4.003,537.97,-929.81,265.7,1106.6,2.66,2.65,3.59
4.01,536.52,-926.92,264.54,1103.18,2.64,2.65,3.55
4.016,535.18,-923.36,262.97,1099.17,2.64,2.67,3.5
4.022,533.44,-919.98,261.01,1095.01,2.65,2.69,3.46
4.029,530.87,-916.6,259.04,1090.45,2.67,2.73,3.42
4.035,529.06,-913.75,257.4,1086.79,2.68,2.75,3.37
4.041,528.45,-911.54,257.03,1084.54,2.7,2.77,3.31
4.048,528.46,-910.13,257.44,1083.46,2.7,2.78,3.24
4.054,528.19,-909.35,258.44,1082.91,2.69,2.77,3.17
4.06,527.85,-908.77,258.52,1082.27,2.66,2.76,3.09
4.067,527.19,-906.82,257.67,1080.11,2.6,2.75,3
4.073,526.98,-904.61,256.7,1077.93,2.55,2.74,2.91
4.079,526.96,-902.74,255.99,1076.18,2.49,2.73,2.83
4.086,527.35,-900.73,255.94,1074.67,2.44,2.72,2.76
4.092,527.88,-900.19,255.79,1074.45,2.39,2.71,2.71
4.098,527.72,-900.5,255.93,1074.66,2.34,2.68,2.67
4.105,525.55,-899.47,254.08,1072.29,2.3,2.67,2.64
4.111,522.93,-897.95,251.06,1069.02,2.25,2.66,2.6
4.117,521.53,-897.33,249.94,1067.55,2.2,2.63,2.56
4.124,520.87,-897.03,249.39,1066.84,2.15,2.61,2.53
4.13,519.2,-894.57,247.54,1063.53,2.09,2.62,2.47
4.137,518.32,-893.88,246.48,1062.28,2.04,2.6,2.42
4.143,517.67,-892.74,245.8,1060.84,1.98,2.58,2.36
4.149,517.04,-890.74,244.24,1058.49,1.92,2.57,2.29
4.156,517.05,-888.76,243.39,1056.64,1.85,2.54,2.22
4.162,516.93,-886.22,242.8,1054.3,1.79,2.51,2.15
4.168,516.46,-884.03,241.38,1051.9,1.74,2.47,2.11
4.175,516.18,-882.33,240.34,1050.1,1.7,2.43,2.1
4.181,516.63,-881.35,241.03,1049.66,1.66,2.36,2.1
4.188,516.29,-879.92,240.66,1048.21,1.63,2.3,2.1
4.194,514.53,-878.54,239.21,1045.85,1.6,2.24,2.12
4.201,513.05,-876.92,238.73,1043.64,1.55,2.18,2.12
4.207,511.55,-874.72,237.8,1040.85,1.5,2.14,2.11
4.214,510.02,-872.49,236.56,1037.94,1.44,2.09,2.09
4.22,508.28,-869.64,235.14,1034.37,1.36,2.06,2.04
4.227,507.8,-866.86,234.75,1031.7,1.28,2.02,1.96
4.233,506.34,-863.93,233.07,1028.14,1.2,2,1.87
4.24,507.19,-861.74,233.42,1026.8,1.12,1.97,1.77
4.246,507.24,-858.99,232.47,1024.3,1.04,1.97,1.67
4.253,506.89,-855.6,230.64,1020.88,0.95,1.99,1.58
4.259,507.66,-854.15,230.45,1020,0.88,1.99,1.5
4.266,507.33,-852.14,229.8,1018,0.81,2,1.43
4.272,506.86,-851.44,229.72,1017.16,0.75,1.98,1.39
4.279,506.74,-851.69,230.38,1017.46,0.69,1.95,1.35
4.286,505.85,-851.63,229.48,1016.77,0.65,1.91,1.33
4.292,504.22,-852.58,227.78,1016.38,0.61,1.86,1.32
4.299,501.82,-851.86,225.54,1014.09,0.59,1.83,1.3
4.305,500.17,-852.56,225.56,1013.86,0.57,1.77,1.28
4.312,498.56,-852.36,226.53,1013.11,0.57,1.72,1.24
4.318,495.78,-851.69,226.44,1011.17,0.56,1.68,1.19
4.325,492.79,-849.41,225.72,1007.61,0.54,1.67,1.11
4.332,489.67,-845.26,223.31,1002.06,0.49,1.69,1.02
4.338,486.66,-840.91,220.06,996.19,0.45,1.71,0.94
4.345,484.95,-836.72,218.11,991.39,0.42,1.73,0.87
4.351,484.28,-831.95,217.03,986.8,0.39,1.74,0.8
4.358,482.72,-825.69,214.22,980.14,0.38,1.77,0.75
4.365,482.88,-820.97,212.93,975.97,0.38,1.79,0.72
4.371,482.56,-816.74,211.27,971.89,0.41,1.8,0.72
4.378,484.32,-814.29,212.27,970.93,0.44,1.81,0.74
4.385,484.79,-811.52,212.32,968.85,0.49,1.83,0.77
4.391,484.7,-808.74,212.16,966.44,0.54,1.85,0.83
4.398,484.48,-806.07,212.27,964.12,0.6,1.87,0.89
4.405,483.34,-802.67,211.48,960.54,0.66,1.89,0.96
4.411,481.71,-799.49,209.97,956.72,0.72,1.91,1.03
4.418,479.83,-797.4,209.57,953.94,0.78,1.92,1.09
4.425,478.49,-795.31,208.95,951.39,0.83,1.94,1.13
4.431,477.38,-793.72,207.56,949.19,0.88,1.96,1.15
4.438,478,-793.62,206.61,949.21,0.92,1.97,1.15
4.445,481.18,-794.58,208.84,952.1,0.96,1.97,1.15
4.451,485.7,-796.82,213.04,957.19,1,1.96,1.16
4.458,491,-799.72,217.56,963.31,1.03,1.96,1.2
4.464,496.74,-804.66,222.93,971.56,1.05,1.93,1.27
4.471,501.89,-810.35,227.02,979.84,1.07,1.9,1.39
4.478,506.52,-815.62,229.89,987.24,1.07,1.87,1.52
4.484,510.61,-820.33,232.52,993.85,1.07,1.84,1.65
4.491,513.64,-823.76,233.78,998.53,1.07,1.82,1.77
4.498,516.07,-827.9,234.82,1003.44,1.08,1.76,1.9
4.504,517.78,-830.46,235.07,1006.49,1.09,1.72,2.02
4.511,517.86,-832.79,234.76,1008.38,1.11,1.66,2.13
4.517,516.29,-833.84,234.44,1008.37,1.13,1.6,2.23
4.524,513.37,-832.69,232.53,1005.48,1.13,1.53,2.3
4.531,509.78,-831.35,230.62,1002.09,1.13,1.45,2.35
4.537,506.04,-828.35,228.79,997.29,1.1,1.36,2.38
4.544,502.64,-823.44,227.33,991.15,1.07,1.29,2.37
4.551,499.57,-817.59,225.07,984.21,1.01,1.23,2.34
4.558,497.36,-811.93,224.34,978.23,0.95,1.19,2.3
4.564,495.76,-806.11,223.69,972.44,0.88,1.16,2.25
4.571,494.61,-802.12,224.11,968.64,0.81,1.12,2.19
4.578,493.09,-796.64,222.21,962.89,0.72,1.12,2.1
4.585,491.39,-792.34,220.26,958.01,0.64,1.12,2.01
4.592,489.21,-787.78,218.29,952.67,0.57,1.13,1.9
4.598,485.84,-781.74,215.06,945.21,0.51,1.17,1.76
4.605,482.52,-776.45,211.55,938.33,0.46,1.2,1.63
4.612,479.58,-771.84,209.2,932.47,0.43,1.22,1.48
4.619,476.82,-766.89,207.56,926.59,0.4,1.24,1.33
4.625,473.74,-762.23,205.01,920.57,0.38,1.26,1.18
4.632,470.49,-758.58,203.41,915.52,0.36,1.28,1.03
4.639,467.91,-754.65,202.57,910.76,0.34,1.3,0.88
4.646,465.99,-750.57,202.12,906.28,0.3,1.33,0.72
4.653,463.58,-747.56,201.2,902.35,0.27,1.34,0.58
4.66,462.33,-746.39,201.56,900.82,0.22,1.34,0.46
4.667,460.39,-745.44,201.29,898.97,0.18,1.33,0.34
4.673,459.66,-743.99,200.67,897.26,0.13,1.33,0.24
4.68,457.87,-741.09,198.64,893.48,0.08,1.34,0.13
4.687,455.89,-738.8,196.23,890.03,0.05,1.33,0.05
4.694,453.64,-735.22,193.41,885.29,0.01,1.33,-0.04
4.701,452.98,-733.88,193.57,883.88,-0.01,1.3,-0.1
4.708,453.82,-733.49,195.28,884.36,-0.04,1.25,-0.16
4.714,454.5,-734.02,197.53,885.65,-0.07,1.19,-0.2
4.721,454.57,-733.79,198.78,885.78,-0.11,1.14,-0.23
4.728,455.83,-735.26,201.31,888.21,-0.16,1.07,-0.26
4.735,456.34,-735.89,202.55,889.27,-0.23,1.02,-0.27
4.742,455.62,-735.97,202.37,888.93,-0.3,0.96,-0.29
4.749,455.88,-736.85,203.62,890.08,-0.38,0.89,-0.3
4.756,453.82,-735.87,202.43,887.94,-0.46,0.83,-0.32
4.763,452.95,-734.39,201.55,886.06,-0.54,0.77,-0.34
4.77,451.04,-732.53,199.26,883.03,-0.62,0.71,-0.36
4.777,447.68,-729.7,195.86,878.2,-0.71,0.66,-0.38
4.784,446.44,-729.45,195.09,877.19,-0.79,0.59,-0.4
4.79,445.94,-729.96,194.73,877.28,-0.88,0.52,-0.42
4.797,447.62,-732.68,195.75,880.62,-0.97,0.43,-0.43
4.804,450.26,-736.4,198.4,885.66,-1.06,0.34,-0.44
4.811,451.89,-738.78,199.6,888.73,-1.14,0.26,-0.45
4.818,453.25,-739.97,201.16,890.76,-1.22,0.18,-0.45
4.825,452.84,-739.19,200.46,889.75,-1.29,0.12,-0.44
4.832,450.51,-736.94,198.24,886.19,-1.35,0.06,-0.43
4.839,447.47,-734.85,195.97,882.4,-1.4,-0.02,-0.41
4.846,443.76,-730.28,192.54,875.96,-1.45,-0.08,-0.4
4.853,440.35,-725.12,189.79,869.33,-1.49,-0.15,-0.4
4.86,437.63,-721.13,189.42,864.54,-1.51,-0.22,-0.39
4.868,435.46,-718.07,189.54,860.91,-1.53,-0.3,-0.39
4.875,432.66,-715.88,189.04,857.56,-1.55,-0.36,-0.39
4.882,430.61,-714.32,188.93,855.2,-1.58,-0.39,-0.39
4.889,429.57,-714.12,189.87,854.72,-1.62,-0.41,-0.41
4.896,428.5,-714.01,189.77,854.07,-1.68,-0.41,-0.43
4.903,427.8,-714.66,189.49,854.2,-1.74,-0.41,-0.46
4.91,426.65,-714.41,188.03,853.09,-1.79,-0.4,-0.5
4.917,426.47,-714.94,187.75,853.38,-1.84,-0.42,-0.53
4.924,423.84,-713.72,184.87,850.42,-1.87,-0.42,-0.57
4.932,422.25,-711.83,183.29,847.7,-1.9,-0.43,-0.61
4.939,419.64,-708.88,180.31,843.28,-1.91,-0.45,-0.65
4.946,417.74,-706.94,178.96,840.42,-1.92,-0.49,-0.67
4.953,415.11,-704,177.42,836.31,-1.92,-0.52,-0.7
4.96,412.73,-700.35,176.3,831.82,-1.91,-0.56,-0.73
4.967,410.44,-697.01,175.89,827.78,-1.9,-0.59,-0.76
4.974,408.24,-692.61,175.53,822.91,-1.89,-0.61,-0.8
4.982,406.2,-687.79,174.35,817.59,-1.89,-0.62,-0.85
4.989,405.54,-685.71,175.05,815.66,-1.87,-0.65,-0.88
4.996,404.64,-683.79,175.43,813.68,-1.87,-0.68,-0.91
5.003,401.7,-681.39,174.14,809.93,-1.87,-0.7,-0.94
5.01,400.13,-679.83,174.53,807.91,-1.88,-0.73,-0.95
5.017,399.48,-679.57,176.09,807.71,-1.9,-0.79,-0.96
5.025,397.36,-677.25,175.7,804.63,-1.92,-0.83,-0.97
5.032,394.07,-673.51,174.19,799.53,-1.94,-0.86,-0.97
5.039,390.78,-669.64,172.22,794.22,-1.96,-0.89,-0.98
5.046,387.61,-665.2,170.35,788.51,-1.98,-0.92,-0.98
5.054,385.51,-660.98,169.59,783.76,-1.99,-0.95,-0.98
5.061,384.22,-657.09,168.82,779.68,-2.01,-0.98,-0.98
5.068,383.2,-653.44,168.51,776.03,-2.03,-1,-0.98
5.076,382.26,-651.36,169.47,774.02,-2.05,-1.03,-0.98
5.083,382.08,-649.73,170.3,772.74,-2.07,-1.07,-0.97
5.09,381.97,-649.44,171.02,772.61,-2.09,-1.11,-0.97
5.098,380.85,-648.5,170.87,771.23,-2.11,-1.15,-0.96
5.105,381.14,-648.48,172.21,771.65,-2.13,-1.2,-0.96
5.112,379.56,-645.71,170.85,768.24,-2.15,-1.22,-0.96
5.12,377.68,-642.35,169.23,764.13,-2.17,-1.23,-0.96
5.127,375.31,-638.06,167.37,758.94,-2.18,-1.23,-0.97
5.134,373.37,-634.29,166.78,754.68,-2.19,-1.25,-0.97
5.142,372.4,-630.4,167.5,751.09,-2.2,-1.26,-0.97
5.149,370.9,-627.03,167.55,747.54,-2.21,-1.27,-0.96
5.156,369.04,-623.32,167.77,743.55,-2.23,-1.27,-0.94
5.164,367.72,-621.29,168.27,741.31,-2.25,-1.28,-0.92
5.171,366.76,-621.76,169.38,741.48,-2.26,-1.31,-0.88
5.179,365.36,-621.23,169.6,740.39,-2.29,-1.32,-0.86
5.186,363.24,-620.4,168.82,738.47,-2.31,-1.33,-0.84
5.193,360.9,-619.59,168.2,736.5,-2.32,-1.34,-0.82
5.201,358.04,-618,166.28,733.32,-2.34,-1.34,-0.81
5.208,354.47,-615.15,163.15,728.48,-2.35,-1.33,-0.8
5.215,351.34,-611.3,160.75,723.16,-2.35,-1.31,-0.81
5.223,348.58,-608.05,158.87,718.66,-2.35,-1.31,-0.82
5.23,346.57,-604.42,157.69,714.36,-2.33,-1.32,-0.83
5.238,344.78,-600.51,156.29,709.87,-2.32,-1.32,-0.85
5.245,342.84,-596.07,155.64,705.03,-2.3,-1.32,-0.87
5.253,341.28,-592.24,155,700.89,-2.29,-1.32,-0.89
5.26,339.39,-588.26,154.02,696.39,-2.27,-1.32,-0.91
5.268,338.34,-585.69,154.51,693.82,-2.26,-1.33,-0.94
5.275,337.9,-584.06,155.34,692.41,-2.25,-1.35,-0.95
5.282,336.82,-582.54,155.67,690.68,-2.24,-1.36,-0.98
5.29,335.66,-581.41,156.03,689.24,-2.23,-1.37,-1
5.297,333.95,-578.96,155.93,686.32,-2.22,-1.37,-1.03
5.305,331.94,-575.66,155.84,682.53,-2.21,-1.36,-1.07
5.312,330.21,-572.3,156.4,678.99,-2.2,-1.36,-1.1
5.32,328.16,-568.71,156.17,674.92,-2.19,-1.35,-1.13
5.327,325.58,-564.8,154.62,670.01,-2.18,-1.36,-1.14
5.335,322.16,-560.05,151.89,663.71,-2.17,-1.35,-1.15
5.342,319.48,-555.96,150.94,658.74,-2.16,-1.36,-1.16
5.35,316.69,-551.25,150.13,653.23,-2.15,-1.34,-1.17
5.357,314.48,-547.9,149.66,649.22,-2.14,-1.34,-1.17
5.365,311.09,-545.66,148.06,645.32,-2.13,-1.34,-1.17
5.373,308.86,-543.86,147.42,642.58,-2.12,-1.33,-1.18
5.38,306.53,-541.43,145.75,639.02,-2.13,-1.31,-1.2
5.388,305.24,-539.53,144.93,636.61,-2.13,-1.29,-1.21
5.395,304.17,-537.36,144.71,634.2,-2.13,-1.28,-1.23
5.403,302.98,-535.6,144.09,632,-2.13,-1.27,-1.25
5.41,302.81,-534.88,145.03,631.52,-2.12,-1.28,-1.25
5.418,302.53,-534.08,146.12,630.97,-2.11,-1.29,-1.26
5.425,299.48,-530.92,145.13,626.6,-2.1,-1.28,-1.27
5.433,297.65,-527.4,145.04,622.72,-2.09,-1.28,-1.28
5.44,295.25,-524.18,144,618.61,-2.08,-1.28,-1.29
5.448,292.37,-520.48,142.9,613.84,-2.07,-1.28,-1.3
5.456,289.69,-517.45,142.39,609.87,-2.06,-1.28,-1.3
5.463,288.42,-515.28,143.12,607.6,-2.05,-1.29,-1.32
5.471,286.67,-513.43,143.78,605.36,-2.05,-1.3,-1.33
5.478,284.68,-511.23,143.59,602.5,-2.04,-1.3,-1.33
5.486,283.49,-508.98,144.17,600.17,-2.04,-1.31,-1.34
5.494,282.81,-506.97,144.63,598.26,-2.03,-1.32,-1.34
5.501,282.72,-505.11,145.14,596.77,-2.04,-1.34,-1.33
5.509,280.2,-501.29,142.64,591.74,-2.04,-1.33,-1.32
5.516,276.73,-496.6,139.87,585.45,-2.05,-1.32,-1.32
5.524,274.19,-493,138.26,580.82,-2.05,-1.32,-1.32
5.532,271.03,-489.05,136.82,575.62,-2.04,-1.31,-1.32
5.539,268.18,-484.79,135.15,570.27,-2.04,-1.3,-1.32
5.547,267.12,-480.65,134.81,566.17,-2.03,-1.28,-1.33
5.555,267.37,-477.22,135.4,563.53,-2.02,-1.27,-1.34
5.562,267.1,-474.63,135.73,561.29,-2,-1.26,-1.35
5.57,266.79,-472.14,136.03,559.1,-1.99,-1.26,-1.38
5.578,266.09,-469.96,135.89,556.9,-1.97,-1.26,-1.4
5.585,265.36,-467.34,135.53,554.25,-1.96,-1.25,-1.42
5.593,264.2,-465.33,135.35,551.95,-1.95,-1.25,-1.44
